Country,Year,Beginning Stocks,Arabica Production,Robusta Production,Other Production,Production,Bean Imports,Roast & Ground Imports,Soluble Imports,Imports,Total Supply,Bean Exports,Roast & Ground Exports,Soluble Exports,Exports,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Domestic Consumption,Ending Stocks,Total Distribution
Albania,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,1993,69,0,33,0,33,0,0,0,0,102,28,0,0,28,27,0,27,47,102
Argentina,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,1993,195,58,0,0,58,0,0,0,0,253,37,0,0,37,35,0,35,181,253
Bosnia and Herzegovina,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,1993,19926,24000,4500,0,28500,0,0,0,0,48426,15541,0,2881,18422,8900,500,9400,20604,48426
Burundi,1993,227,388,6,0,394,0,0,0,0,621,353,0,0,353,2,0,2,266,621
Cameroon,1993,75,25,657,0,682,0,0,5,5,762,600,25,0,625,60,5,65,72,762
Canada,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1993,239,0,165,0,165,0,0,0,0,404,146,0,0,146,25,0,25,233,404
Chile,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,1993,6431,11400,0,0,11400,0,0,0,0,17831,12260,0,440,12700,1490,210,1700,3431,17831
Congo (Brazzaville),1993,1,0,3,0,3,0,0,0,0,4,0,0,0,0,3,0,3,1,4
Congo (Kinshasa),1993,200,118,862,0,980,0,0,0,0,1180,705,0,0,705,200,0,200,275,1180
Costa Rica,1993,662,2475,0,0,2475,0,0,0,0,3137,2071,0,0,2071,245,5,250,816,3137
Cote d'Ivoire,1993,2368,0,2700,0,2700,0,0,0,0,5068,4246,3,267,4516,20,19,39,513,5068
Croatia,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,1993,313,285,0,0,285,0,0,0,0,598,132,0,0,132,194,0,194,272,598
Dominican Republic,1993,217,543,2,0,545,0,0,0,0,762,283,4,0,287,314,0,314,161,762
Ecuador,1993,101,1200,950,0,2150,0,0,0,0,2251,1393,18,480,1891,240,60,300,60,2251
Egypt,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,1993,315,2361,0,0,2361,0,0,0,0,2676,2071,1,85,2157,213,17,230,289,2676
Equatorial Guinea,1993,3,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,2,3
Ethiopia,1993,1060,3700,0,0,3700,0,0,0,0,4760,2200,0,0,2200,1500,0,1500,1060,4760
European Union,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,1993,0,0,3,0,3,0,0,0,0,3,1,0,0,1,1,0,1,1,3
Georgia,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,1993,5,0,46,0,46,0,0,0,0,51,28,0,0,28,17,0,17,6,51
Guatemala,1993,5,3050,28,0,3078,280,0,0,280,3363,3050,1,0,3051,291,10,301,11,3363
Guinea,1993,65,0,64,0,64,0,0,0,0,129,27,0,0,27,33,0,33,69,129
Guyana,1993,0,5,0,0,5,0,0,0,0,5,0,0,0,0,5,0,5,0,5
Haiti,1993,269,459,0,0,459,0,0,0,0,728,121,0,0,121,330,0,330,277,728
Honduras,1993,30,2060,0,0,2060,0,0,0,0,2090,1815,0,0,1815,234,0,234,41,2090
India,1993,1300,1475,1990,0,3465,0,0,0,0,4765,2825,0,100,2925,850,130,980,860,4765
Indonesia,1993,1185,490,6910,0,7400,12,3,0,15,8600,5356,2,0,5358,1827,38,1865,1377,8600
Iran,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,1993,5,35,0,0,35,0,0,0,0,40,16,1,0,17,10,0,10,13,40
Japan,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,1993,742,1228,2,0,1230,0,0,2,2,1974,1450,0,0,1450,20,2,22,502,1974
"Korea, South",1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laos,1993,0,3,127,0,130,0,0,0,0,130,129,0,0,129,1,0,1,0,130
Liberia,1993,0,0,5,0,5,0,0,0,0,5,0,0,0,0,5,0,5,0,5
Madagascar,1993,714,20,422,0,442,0,0,0,0,1156,521,0,0,521,360,0,360,275,1156
Malawi,1993,26,62,0,0,62,0,0,0,0,88,75,0,0,75,2,0,2,11,88
Malaysia,1993,8,0,150,0,150,120,5,10,135,293,10,1,1,12,275,0,275,6,293
Mexico,1993,197,4000,200,0,4200,50,0,40,90,4487,2900,10,90,3000,650,650,1300,187,4487
Montenegro,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,1993,0,5,0,0,5,0,0,0,0,5,0,0,0,0,5,0,5,0,5
New Zealand,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,1993,205,695,0,0,695,0,0,0,0,900,568,0,23,591,90,10,100,209,900
Nigeria,1993,3,0,45,0,45,0,0,21,21,69,5,0,0,5,60,0,60,4,69
North Macedonia,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,1993,12,202,0,0,202,0,0,0,0,214,95,0,0,95,66,0,66,53,214
Papua New Guinea,1993,275,989,30,0,1019,0,0,9,9,1303,1028,1,0,1029,1,1,2,272,1303
Paraguay,1993,96,70,0,0,70,0,0,0,0,166,55,0,0,55,20,0,20,91,166
Peru,1993,53,1022,0,0,1022,0,0,22,22,1097,790,0,0,790,143,100,243,64,1097
Philippines,1993,1102,87,580,208,875,0,0,0,0,1977,42,0,18,60,100,921,1021,896,1977
Russia,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,1993,91,443,0,0,443,0,0,0,0,534,447,0,0,447,1,0,1,86,534
Saudi Arabia,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,1993,45,0,37,0,37,0,0,0,0,82,64,0,0,64,5,0,5,13,82
Singapore,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,1993,18,10,44,0,54,0,0,0,0,72,48,0,0,48,20,0,20,4,72
Switzerland,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,1993,406,626,110,0,736,0,0,0,0,1142,871,0,8,879,14,4,18,245,1142
Thailand,1993,59,10,1265,0,1275,0,0,0,0,1334,1105,0,0,1105,145,0,145,84,1334
Togo,1993,56,0,195,0,195,0,0,0,0,251,194,0,0,194,1,0,1,56,251
Trinidad and Tobago,1993,0,1,15,0,16,0,0,6,6,22,10,0,0,10,12,0,12,0,22
Turkey,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,1993,393,200,2500,0,2700,0,0,0,0,3093,3000,0,0,3000,60,0,60,33,3093
Ukraine,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,1993,0,228,0,0,228,0,0,0,0,228,0,0,0,0,228,0,228,0,228
Uruguay,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,1993,214,920,0,0,920,0,0,0,0,1134,290,40,4,334,600,10,610,190,1134
Vietnam,1993,461,0,2500,0,2500,0,0,0,0,2961,2639,0,0,2639,267,0,267,55,2961
Yemen,1993,0,65,0,0,65,0,0,0,0,65,54,1,0,55,10,0,10,0,65
Yemen (Sanaa),1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1993,0,27,0,0,27,0,0,0,0,27,26,0,0,26,1,0,1,0,27
Zimbabwe,1993,80,12,0,0,12,0,0,0,0,92,57,0,0,57,8,0,8,27,92
Albania,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,1994,47,0,100,0,100,0,0,0,0,147,12,0,0,12,74,0,74,61,147
Argentina,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,1994,181,123,0,0,123,0,0,0,0,304,86,0,0,86,35,0,35,183,304
Bosnia and Herzegovina,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,1994,20604,24500,3500,0,28000,0,0,0,0,48604,14392,0,2486,16878,9200,500,9700,22026,48604
Burundi,1994,266,659,5,0,664,0,0,0,0,930,580,0,0,580,2,0,2,348,930
Cameroon,1994,72,17,386,0,403,0,0,5,5,480,359,25,0,384,25,5,30,66,480
Canada,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1994,233,0,250,0,250,0,0,0,0,483,235,0,0,235,15,0,15,233,483
Chile,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,1994,3431,13000,0,0,13000,0,0,0,0,16431,8829,70,416,9315,1216,220,1436,5680,16431
Congo (Brazzaville),1994,1,0,8,0,8,0,0,0,0,9,6,0,0,6,3,0,3,0,9
Congo (Kinshasa),1994,275,300,998,0,1298,0,0,0,0,1573,1078,0,0,1078,200,0,200,295,1573
Costa Rica,1994,816,2492,0,0,2492,0,0,0,0,3308,1828,0,0,1828,235,5,240,1240,3308
Cote d'Ivoire,1994,513,0,3733,0,3733,0,0,0,0,4246,2425,3,94,2522,22,24,46,1678,4246
Croatia,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,1994,272,284,0,0,284,0,0,0,0,556,125,0,0,125,194,0,194,237,556
Dominican Republic,1994,161,698,2,0,700,0,0,0,0,861,391,4,0,395,305,0,305,161,861
Ecuador,1994,60,1500,1050,0,2550,315,0,5,320,2930,1930,30,620,2580,240,60,300,50,2930
Egypt,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,1994,289,2314,0,0,2314,0,0,0,0,2603,1685,1,25,1711,211,24,235,657,2603
Equatorial Guinea,1994,2,0,3,0,3,0,0,0,0,5,3,0,0,3,0,0,0,2,5
Ethiopia,1994,1060,3800,0,0,3800,0,0,0,0,4860,2100,0,0,2100,1500,0,1500,1260,4860
European Union,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,1994,1,0,8,0,8,0,0,0,0,9,7,0,0,7,1,0,1,1,9
Georgia,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,1994,6,0,57,0,57,0,0,0,0,63,35,0,0,35,28,0,28,0,63
Guatemala,1994,11,3473,27,0,3500,300,0,0,300,3811,3500,1,0,3501,270,10,280,30,3811
Guinea,1994,69,0,198,0,198,0,0,0,0,267,147,1,0,148,50,0,50,69,267
Guyana,1994,0,5,0,0,5,0,0,0,0,5,0,0,0,0,5,0,5,0,5
Haiti,1994,277,358,0,0,358,0,0,0,0,635,123,0,0,123,330,0,330,182,635
Honduras,1994,41,2295,0,0,2295,0,0,0,0,2336,1753,45,0,1798,241,0,241,297,2336
India,1994,860,1340,1720,0,3060,0,0,0,0,3920,1978,0,110,2088,629,120,749,1083,3920
Indonesia,1994,1377,430,5970,0,6400,10,5,0,15,7792,4445,1,0,4446,1921,39,1960,1386,7792
Iran,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,1994,13,44,0,0,44,0,0,0,0,57,23,0,1,24,15,0,15,18,57
Japan,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,1994,502,1582,2,0,1584,0,0,2,2,2088,1325,0,0,1325,20,2,22,741,2088
"Korea, South",1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laos,1994,0,5,95,0,100,0,0,0,0,100,99,0,0,99,1,0,1,0,100
Liberia,1994,0,0,5,0,5,0,0,0,0,5,0,0,0,0,5,0,5,0,5
Madagascar,1994,275,23,619,0,642,0,0,0,0,917,475,0,0,475,167,0,167,275,917
Malawi,1994,11,84,0,0,84,0,0,0,0,95,87,0,0,87,2,0,2,6,95
Malaysia,1994,6,0,153,0,153,278,5,10,293,452,10,1,1,12,436,0,436,4,452
Mexico,1994,187,3870,160,0,4030,50,0,30,80,4297,2956,5,195,3156,500,500,1000,141,4297
Montenegro,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,1994,0,5,0,0,5,0,0,0,0,5,0,0,0,0,5,0,5,0,5
New Zealand,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,1994,209,685,0,0,685,0,0,0,0,894,557,0,7,564,100,10,110,220,894
Nigeria,1994,4,0,52,0,52,2,4,4,10,66,11,0,1,12,50,0,50,4,66
North Macedonia,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,1994,53,190,0,0,190,0,0,0,0,243,144,0,0,144,66,0,66,33,243
Papua New Guinea,1994,272,1099,40,0,1139,0,0,12,12,1423,1135,1,0,1136,1,1,2,285,1423
Paraguay,1994,91,50,0,0,50,0,0,0,0,141,12,0,26,38,20,0,20,83,141
Peru,1994,64,1453,0,0,1453,0,0,25,25,1542,1107,0,0,1107,165,100,265,170,1542
Philippines,1994,896,78,600,200,878,0,0,2,2,1776,63,0,15,78,108,947,1055,643,1776
Russia,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,1994,86,22,0,0,22,0,0,0,0,108,22,0,0,22,1,0,1,85,108
Saudi Arabia,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,1994,13,0,73,0,73,0,0,0,0,86,68,0,0,68,5,0,5,13,86
Singapore,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,1994,4,10,32,0,42,0,0,0,0,46,22,0,0,22,20,0,20,4,46
Switzerland,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,1994,245,475,205,0,680,0,0,0,0,925,609,0,5,614,14,4,18,293,925
Thailand,1994,84,10,1389,0,1399,0,0,0,0,1483,1207,0,1,1208,187,0,187,88,1483
Togo,1994,56,0,176,0,176,0,0,0,0,232,199,0,0,199,1,0,1,32,232
Trinidad and Tobago,1994,0,1,17,0,18,0,0,6,6,24,0,1,3,4,20,0,20,0,24
Turkey,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,1994,33,200,2900,0,3100,0,0,0,0,3133,2760,0,0,2760,60,0,60,313,3133
Ukraine,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,1994,0,237,0,0,237,0,0,0,0,237,0,0,0,0,237,0,237,0,237
Uruguay,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,1994,190,920,0,0,920,0,0,0,0,1110,132,40,4,176,600,10,610,324,1110
Vietnam,1994,55,0,3500,0,3500,0,0,0,0,3555,3200,0,0,3200,167,0,167,188,3555
Yemen,1994,0,50,0,0,50,0,0,0,0,50,39,1,0,40,10,0,10,0,50
Yemen (Sanaa),1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1994,0,22,0,0,22,0,0,0,0,22,20,0,0,20,2,0,2,0,22
Zimbabwe,1994,27,106,0,0,106,0,0,0,0,133,98,0,0,98,8,0,8,27,133
Albania,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,1995,61,0,62,0,62,0,0,0,0,123,48,0,0,48,52,0,52,23,123
Argentina,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Armenia,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,1995,183,151,0,0,151,0,0,0,0,334,110,0,0,110,40,0,40,184,334
Bosnia and Herzegovina,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,1995,22026,14000,2800,0,16800,4,0,0,4,38830,9650,10,2670,12330,10000,500,10500,16000,38830
Burundi,1995,348,434,0,0,434,0,0,0,0,782,464,0,0,464,2,0,2,316,782
Cameroon,1995,66,76,587,0,663,0,0,0,0,729,480,25,0,505,95,5,100,124,729
Canada,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,1995,233,0,108,0,108,0,0,0,0,341,97,0,0,97,10,0,10,234,341
Chile,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,1995,5680,12939,0,0,12939,0,0,0,0,18619,10188,101,502,10791,1270,230,1500,6328,18619
Congo (Brazzaville),1995,0,0,12,0,12,0,0,0,0,12,9,0,0,9,3,0,3,0,12
Congo (Kinshasa),1995,295,165,934,0,1099,0,0,0,0,1394,915,0,0,915,200,0,200,279,1394
Costa Rica,1995,1240,2595,0,0,2595,0,0,0,0,3835,2451,0,0,2451,230,5,235,1149,3835
Cote d'Ivoire,1995,1678,0,2900,0,2900,0,0,0,0,4578,2627,4,400,3031,23,25,48,1499,4578
Croatia,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,1995,237,285,0,0,285,0,0,0,0,522,123,0,0,123,194,0,194,205,522
Dominican Republic,1995,161,793,2,0,795,0,0,0,0,956,550,4,0,554,307,0,307,95,956
Ecuador,1995,50,1050,850,0,1900,160,0,5,165,2115,1285,20,470,1775,240,60,300,40,2115
Egypt,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,1995,657,2325,0,0,2325,0,0,0,0,2982,2283,1,6,2290,240,30,270,422,2982
Equatorial Guinea,1995,2,0,2,0,2,0,0,0,0,4,2,0,0,2,0,0,0,2,4
Ethiopia,1995,1260,3800,0,0,3800,0,0,0,0,5060,2500,0,0,2500,1500,0,1500,1060,5060
European Union,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabon,1995,1,0,2,0,2,0,0,0,0,3,1,0,0,1,1,0,1,1,3
Georgia,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,1995,0,0,57,0,57,0,0,0,0,57,8,0,0,8,28,0,28,21,57
Guatemala,1995,30,3800,27,0,3827,204,0,0,204,4061,3720,1,0,3721,290,10,300,40,4061
Guinea,1995,69,0,104,0,104,0,0,0,0,173,54,0,0,54,50,0,50,69,173
Guyana,1995,0,5,0,0,5,0,0,0,0,5,0,0,0,0,5,0,5,0,5
Haiti,1995,182,506,0,0,506,0,0,0,0,688,172,0,0,172,330,0,330,186,688
Honduras,1995,297,2254,0,0,2254,0,0,0,0,2551,2279,0,0,2279,247,0,247,25,2551
India,1995,1083,1710,2007,0,3717,0,0,0,0,4800,3170,0,392,3562,765,120,885,353,4800
Indonesia,1995,1386,375,5425,0,5800,4,0,0,4,7190,4288,1,0,4289,2010,40,2050,851,7190
Iran,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,1995,18,43,0,0,43,0,0,0,0,61,26,0,1,27,15,0,15,19,61
Japan,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazakhstan,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenya,1995,741,1808,2,0,1810,0,0,3,3,2554,1895,0,0,1895,18,3,21,638,2554
"Korea, South",1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laos,1995,0,8,142,0,150,0,0,0,0,150,149,0,0,149,1,0,1,0,150
Liberia,1995,0,0,5,0,5,0,0,0,0,5,0,0,0,0,5,0,5,0,5
Madagascar,1995,275,47,738,0,785,0,0,0,0,1060,632,0,0,632,167,0,167,261,1060
Malawi,1995,6,91,0,0,91,0,0,0,0,97,81,0,0,81,2,0,2,14,97
Malaysia,1995,4,0,158,0,158,423,5,0,428,590,10,1,126,137,453,0,453,0,590
Mexico,1995,141,5200,200,0,5400,50,0,20,70,5611,4260,20,220,4500,470,590,1060,51,5611
Montenegro,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,1995,0,5,0,0,5,0,0,0,0,5,0,0,0,0,5,0,5,0,5
New Zealand,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,1995,220,986,0,0,986,0,0,0,0,1206,877,0,19,896,90,10,100,210,1206
Nigeria,1995,4,0,53,0,53,2,4,4,10,67,13,0,0,13,50,0,50,4,67
North Macedonia,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama,1995,33,209,0,0,209,0,0,0,0,242,151,0,0,151,77,0,77,14,242
Papua New Guinea,1995,285,949,53,0,1002,0,0,12,12,1299,999,1,0,1000,1,1,2,297,1299
Paraguay,1995,83,45,0,0,45,0,0,0,0,128,6,0,9,15,20,0,20,93,128
Peru,1995,170,1811,0,0,1811,0,0,30,30,2011,1650,0,0,1650,100,31,131,230,2011
Philippines,1995,643,76,620,180,876,0,0,1,1,1520,16,0,15,31,110,967,1077,412,1520
Russia,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,1995,85,330,0,0,330,0,0,0,0,415,318,0,0,318,1,0,1,96,415
Saudi Arabia,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,1995,13,0,44,0,44,0,0,0,0,57,36,0,0,36,8,0,8,13,57
Singapore,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,1995,4,10,26,0,36,0,0,0,0,40,17,0,0,17,20,0,20,3,40
Switzerland,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taiwan,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,1995,293,754,143,0,897,0,0,0,0,1190,928,0,7,935,10,4,14,241,1190
Thailand,1995,88,10,1307,0,1317,0,0,0,0,1405,886,0,7,893,417,0,417,95,1405
Togo,1995,32,0,85,0,85,0,0,0,0,117,84,0,0,84,1,0,1,32,117
Trinidad and Tobago,1995,0,1,17,0,18,0,0,0,0,18,0,1,3,4,14,0,14,0,18
Turkey,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,1995,313,200,4000,0,4200,0,0,0,0,4513,4214,0,0,4214,60,0,60,239,4513
Ukraine,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,1995,0,236,0,0,236,0,0,0,0,236,0,0,0,0,236,0,236,0,236
Uruguay,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,1995,324,1067,0,0,1067,115,0,0,115,1506,421,40,4,465,690,10,700,341,1506
Vietnam,1995,188,17,3900,0,3917,33,0,0,33,4138,3679,0,0,3679,217,0,217,242,4138
Yemen,1995,0,70,0,0,70,0,0,0,0,70,59,1,0,60,10,0,10,0,70
Yemen (Sanaa),1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,1995,0,27,0,0,27,0,0,0,0,27,26,0,0,26,1,0,1,0,27
Zimbabwe,1995,27,131,0,0,131,0,0,0,0,158,114,0,0,114,7,0,7,37,158
Albania,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,1996,23,0,71,0,71,0,0,0,0,94,51,0,0,51,38,0,38,5,94
Argentina,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
